Model Name,ML Task,Is Training,Operation,Input Dims,Input Type
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 25, 35, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1536, 25, 35], [1, 1536, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1536, 25, 35], [1, 1536, 25, 35], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 1536, 25, 35], [1536, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 1536, 25, 35], [1, 1536, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 25, 35, 1536], [], [1536], [1536], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[875, 1536], [1536, 6144]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 25, 35, 6144], [6144], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 25, 35, 6144], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 25, 35, 6144], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[875, 6144], [6144, 1536]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 25, 35, 1536], [1536], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 25, 35, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1536, 25, 35], [1, 1536, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1536, 25, 35], [1, 1536, 25, 35], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 1536, 25, 35], [1536, 1, 7, 7], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 1536, 25, 35], [1, 1536, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 25, 35, 1536], [], [1536], [1536], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[875, 1536], [1536, 6144]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 25, 35, 6144], [6144], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[1, 25, 35, 6144], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 25, 35, 6144], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[875, 6144], [6144, 1536]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 25, 35, 1536], [1536], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 25, 35, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1536, 25, 35], [1, 1536, 1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1536, 25, 35], [1, 1536, 25, 35], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mean,"[[875, 1536, 1, 1], [], [], []]","['float', '', 'Scalar', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[875, 1, 1, 1536], [], [1536], [1536], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[875, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::gelu,"[[875, 1536], []]","['float', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[875, 1536], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[875, 1536], [1536, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[875, 768], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 768, 25, 35], [256, 768, 1, 1], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 256, 25, 35], [1, 256, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 25, 35]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1, 35], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35], [1, 1, 35]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 25, 35], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 25, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35], [1, 25, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 25, 35], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], [], []]","['float', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::pow,"[[], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 768, 50, 70], [256, 768, 1, 1], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 256, 50, 70], [1, 256, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 50, 70]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1, 70], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70], [1, 1, 70]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 50, 70], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 50, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70], [1, 50, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 50, 70], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], [], []]","['float', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::pow,"[[], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 384, 100, 140], [256, 384, 1, 1], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 256, 100, 140], [1, 256, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 100, 140]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1, 140], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140], [1, 1, 140]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 100, 140], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 100, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140], [1, 100, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 100, 140], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], [], []]","['float', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::pow,"[[], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 875, 256], [1, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 3500, 256], [1, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 14000, 256], [1, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 25]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 35]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[1, 50, 70], [], []]","['bool', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 50]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 70]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 100]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 140]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::linspace,"[[], [], [], [25]]","['Scalar', 'Scalar', 'Scalar', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::linspace,"[[], [], [], [35]]","['Scalar', 'Scalar', 'Scalar', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 875], [1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[1, 1, 2], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 875], [1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::linspace,"[[], [], [], [50]]","['Scalar', 'Scalar', 'Scalar', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::linspace,"[[], [], [], [70]]","['Scalar', 'Scalar', 'Scalar', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[1, 1, 3, 2], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 3500], [1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[1, 1, 2], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 3500], [1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::linspace,"[[], [], [], [100]]","['Scalar', 'Scalar', 'Scalar', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::linspace,"[[], [], [], [140]]","['Scalar', 'Scalar', 'Scalar', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[1, 1, 2], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 14000], [1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[1, 1, 3, 2], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 1], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 14000], [1, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 18375, 1, 2], [1, 1, 3, 2]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[3], [3]]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 18375, 8, 12], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 18375, 8, 3, 4, 2], [1, 1, 1, 3, 1, 2]]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 1, 3, 1, 2], [1, 18375, 8, 3, 4, 2], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,MSDeformAttnFunction,"[[1, 18375, 8, 32], [3, 2], [3], [1, 18375, 8, 3, 4, 2], [1, 18375, 8, 3, 4]]","['float', 'long int', 'long int', 'float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 18375, 1024], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 1024], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[3], [3]]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 18375, 8, 12], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 18375, 8, 3, 4, 2], [1, 1, 1, 3, 1, 2]]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 1, 3, 1, 2], [1, 18375, 8, 3, 4, 2], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,MSDeformAttnFunction,"[[1, 18375, 8, 32], [3, 2], [3], [1, 18375, 8, 3, 4, 2], [1, 18375, 8, 3, 4]]","['float', 'long int', 'long int', 'float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 18375, 1024], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 1024], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[3], [3]]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 18375, 8, 12], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 18375, 8, 3, 4, 2], [1, 1, 1, 3, 1, 2]]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 1, 3, 1, 2], [1, 18375, 8, 3, 4, 2], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,MSDeformAttnFunction,"[[1, 18375, 8, 32], [3, 2], [3], [1, 18375, 8, 3, 4, 2], [1, 18375, 8, 3, 4]]","['float', 'long int', 'long int', 'float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 18375, 1024], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 1024], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[3], [3]]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 18375, 8, 12], [], []]","['float', 'Scalar', 'Scalar']"
